price,market_cap,price_change_pct,price_ma7,volume_ma7,ma20,ma50,macd,macd_signal,macd_histogram,bollinger_middle,bollinger_upper,bollinger_lower,price_roc,price_ma7_diff,ma20_diff,price_lag_1,price_change_pct_lag_1,price_lag_3,price_change_pct_lag_3,price_lag_7,price_change_pct_lag_7,price_rolling_mean_7,price_rolling_std_7,price_rolling_min_7,price_rolling_max_7,volume,volume_change_pct,mcap_to_volume_ratio,volatility,rsi,stoch_k,stoch_d,atr,obv,cci,williams_r,bb_position,volume_lag_1,volume_lag_3,volume_lag_7,day_of_week,month,quarter,is_weekend
0.22038480271291316,0.21576005809400978,0.41233206707590103,0.2596294142121651,0.12794523593633716,0.22058559967687819,0.17920519582295125,0.33333418118792413,0.33069156343943373,0.43446796273608285,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.3009252374533685,0.3377866497526665,,,,,,,,,,,0.11230985264982302,-0.23911533856305095,-0.7201697737361702,-0.17161859265214066,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.13894267793143353,-0.054247884934324676,-0.03604864889708973,-0.39660576336486525,,,,2,4,2,0
0.23346428899204907,0.22861047289389824,0.4630178615377604,0.2596294142121651,0.12794523593633716,0.22058559967687819,0.17920519582295125,0.3385065129424832,0.33182949762581404,0.447555189097764,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.3387164188112373,0.3631510458998459,0.22038480271291316,0.41233206707590103,,,,,,,,,-0.19951270855766234,-0.5465767885295225,-0.4409794316325793,-0.17161859265214066,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.29766708461519836,-0.054247884934324676,-0.03604864889708973,-0.19824445896469023,0.11106470866196963,,,3,4,2,0
0.27973850269297884,0.27378173419832086,0.5880298123089239,0.2596294142121651,0.12794523593633716,0.22058559967687819,0.17920519582295125,0.36079927649649457,0.3376443443304831,0.5013437240879323,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.4724187038126129,0.4528883232409219,0.23346428899204907,0.4630178615377604,,,,,,,,,-0.13595752031284428,-0.12759646178282857,-0.46387202456510024,-0.17161859265214066,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.4651262450906939,-0.054247884934324676,-0.03604864889708973,0.5035425373985392,-0.2004012663742205,,,4,4,2,0
0.2689543658906006,0.2631580622819738,0.37369780708477923,0.2596294142121651,0.12794523593633716,0.22058559967687819,0.17920519582295125,0.37368749712724536,0.3451316830592819,0.5205788274619829,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.44125958479301935,0.4319751839842809,0.27973850269297884,0.5880298123089239,0.22038480271291316,0.41233206707590103,,,,,,,-0.21338529554531857,-0.3132314865988117,-0.3903900552907748,-0.17161859265214066,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.3083084275483973,-0.054247884934324676,-0.03604864889708973,0.33999211979827165,-0.13691875696686182,0.10735483993128225,,5,4,2,1
0.2885116099133851,0.28352645233982354,0.4849796237138036,0.2596294142121651,0.12794523593633716,0.22058559967687819,0.17920519582295125,0.39105922431047313,0.3549434052259467,0.5473112453529148,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.49776725947930456,0.46990157301473245,0.2689543658906006,0.37369780708477923,0.23346428899204907,0.4630178615377604,,,,,,,-0.733459878544952,-0.9273078411677429,0.7498752801983167,-0.17161859265214066,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.3936494143032532,-0.054247884934324676,-0.03604864889708973,0.6365940162366951,-0.21425798929912024,-0.20367538429140106,,6,4,2,1
0.2961911408789193,0.29194871015209434,0.44087013200311953,0.2596294142121651,0.12794523593633716,0.22058559967687819,0.17920519582295125,0.4070486158612555,0.36631051463784275,0.565199542586661,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.5199560932964876,0.48479410483725976,0.2885116099133851,0.4849796237138036,0.27973850269297884,0.5880298123089239,,,,,,,-0.7719119552138666,-0.3106929867942561,0.9288242781314306,-0.17161859265214066,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.47370571177058884,-0.054247884934324676,-0.03604864889708973,0.7530605002403421,-0.7337378385385611,-0.14028168893544718,,0,4,2,0
0.33871427231785023,0.33351552393137607,0.5662495667680141,0.25832318490561046,0.13138646551592748,0.22058559967687819,0.17920519582295125,0.43555179772187946,0.3816750190056704,0.6111730384807694,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.6464663393961757,0.5672570952190868,0.2961911408789193,0.44087013200311953,0.2689543658906006,0.37369780708477923,,,0.25832318490561046,0.2695441465399659,0.2397634208300219,0.2883150344899945,-0.27901778752302425,1.1109522532926381,-0.23400558558922543,0.10308028378080206,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.6215032797629244,-0.054247884934324676,-0.03604864889708973,1.39795920951623,-0.7721459431525204,-0.21751272121984846,,1,4,2,0
0.29153490267155635,0.2866949013947764,0.24832833491657508,0.26935612620936333,0.11878162355949134,0.22058559967687819,0.17920519582295125,0.43806121920389895,0.3945187055116053,0.5821814549867346,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.4804888796548157,0.47576449404623183,0.33871427231785023,0.5662495667680141,0.2885116099133851,0.4849796237138036,0.22038480271291316,0.41233206707590103,0.26935612620936333,0.19948342769426164,0.25399299716369517,0.2883150344899945,-0.16935638569993539,-0.054107136957840585,-0.4161862144025853,-0.2949037239921335,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.4586343167856353,-0.054247884934324676,-0.03604864889708973,0.6824447692629118,-0.27981542692881384,-0.7362658016143773,0.10076576047898261,2,4,2,0
0.3177361175679376,0.3116932764751388,0.5077743770103066,0.2824237977766295,0.12287746727772492,0.22058559967687819,0.17920519582295125,0.4491951880465662,0.4072431734977029,0.5808103389992829,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.5206004112450878,0.526575204802457,0.29153490267155635,0.24832833491657508,0.2961911408789193,0.44087013200311953,0.23346428899204907,0.4630178615377604,0.2824237977766295,0.1300981986190627,0.2926037458994051,0.2883150344899945,-0.10798749174252675,-0.1326770138309594,-0.4563852597863178,-0.6890505726478844,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.6299375585998297,-0.054247884934324676,-0.03604864889708973,1.0798080183077985,-0.17027942892276607,-0.7746201720673936,-0.20912822629795963,3,4,2,0
0.3096757488925732,0.30358465453174,0.38446247144630796,0.28706603834000344,0.11212476759435824,0.22058559967687819,0.17920519582295125,0.4534105267230781,0.4183501396732633,0.5622076705951757,0.22058559967687819,0.22271794907693954,0.19176459754385466,0.37335626424039975,0.48544386008391505,0.5109441333818324,0.3177361175679376,0.5077743770103066,0.33871427231785023,0.5662495667680141,0.27973850269297884,0.5880298123089239,0.28706603834000344,0.121159324763715,0.2926037458994051,0.2883150344899945,-0.37623601665464596,-0.5506724057430803,-0.12325821304272849,-0.7398283679737184,-0.10341159618832686,-0.03604864889708953,-0.026901213022195898,-0.2288696255502669,0.49550124905049786,-0.054247884934324676,-0.03604864889708973,0.9575658132036097,-0.10898071365559768,-0.2829784419075061,-0.14596611708662352,4,4,2,0
